school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,dataset_source,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,avg_score
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,unknown,18.2,general,Exam_Performance,female,group E,master's degree,free/reduced,none,100.0,91.0,82.0,91.0
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,16.4,general,Exam_Performance,female,group B,associate's degree,free/reduced,completed,95.0,87.0,64.0,82.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,unknown,unknown,14.1,general,Exam_Performance,male,group D,some college,standard,none,69.0,75.0,68.0,70.7
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,unknown,unknown,8.9,general,Exam_Performance,female,group B,master's degree,free/reduced,none,46.0,46.0,41.0,44.3
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,6,unknown,unknown,10.7,general,Exam_Performance,male,group D,high school,free/reduced,none,47.0,57.0,56.0,53.3
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,unknown,unknown,11.2,general,Exam_Performance,male,group C,some college,free/reduced,completed,55.0,62.0,51.0,56.0
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,14.2,general,Exam_Performance,male,group A,some high school,standard,none,74.0,59.0,80.0,71.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,unknown,unknown,12.3,general,Exam_Performance,female,group A,high school,free/reduced,none,55.0,74.0,56.0,61.7
unknown,unknown,18,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,unknown,unknown,12.8,general,Exam_Performance,male,group A,master's degree,standard,completed,64.0,75.0,53.0,64.0
unknown,unknown,17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,16.5,general,Exam_Performance,female,group D,some college,free/reduced,none,74.0,82.0,92.0,82.7
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,8,unknown,unknown,11.6,general,Exam_Performance,male,group C,high school,free/reduced,none,62.0,56.0,56.0,58.0
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,6,unknown,unknown,11.2,general,Exam_Performance,female,group E,some college,standard,completed,48.0,60.0,60.0,56.0
unknown,unknown,18,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,unknown,10.2,general,Exam_Performance,male,group D,high school,standard,none,43.0,50.0,60.0,51.0
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,unknown,unknown,16.3,general,Exam_Performance,female,group C,bachelor's degree,free/reduced,completed,75.0,84.0,85.0,81.3
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,9.8,general,Exam_Performance,male,group C,some high school,standard,none,61.0,48.0,38.0,49.0
unknown,unknown,18,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,unknown,18.3,general,Exam_Performance,male,group D,high school,free/reduced,completed,86.0,91.0,97.0,91.3
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,6,unknown,unknown,15.8,general,Exam_Performance,male,group D,high school,free/reduced,completed,71.0,79.0,87.0,79.0
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,7,unknown,unknown,19.6,general,Exam_Performance,female,group B,bachelor's degree,standard,completed,96.0,98.0,100.0,98.0
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,unknown,unknown,10.2,general,Exam_Performance,male,group E,master's degree,free/reduced,none,41.0,53.0,59.0,51.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,unknown,unknown,13.9,general,Exam_Performance,male,group A,some high school,free/reduced,completed,72.0,71.0,65.0,69.3
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,10,unknown,unknown,17.7,general,Exam_Performance,male,group D,associate's degree,free/reduced,none,84.0,96.0,85.0,88.3
unknown,unknown,17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,14.7,general,Exam_Performance,male,group E,master's degree,free/reduced,completed,77.0,84.0,60.0,73.7
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,7,unknown,unknown,11.4,general,Exam_Performance,female,group C,some college,standard,completed,51.0,68.0,52.0,57.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,unknown,unknown,12.7,general,Exam_Performance,female,group E,some high school,free/reduced,completed,66.0,67.0,58.0,63.7
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,16.1,general,Exam_Performance,male,group B,bachelor's degree,free/reduced,completed,84.0,69.0,89.0,80.7
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,unknown,unknown,5.3,general,Exam_Performance,male,group E,some high school,standard,none,24.0,27.0,28.0,26.3
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,unknown,12.2,general,Exam_Performance,male,group B,associate's degree,free/reduced,completed,61.0,67.0,55.0,61.0
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,11,unknown,unknown,10.1,general,Exam_Performance,male,group C,high school,free/reduced,none,49.0,50.0,53.0,50.7
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,8,unknown,unknown,9.9,general,Exam_Performance,female,group B,high school,standard,completed,46.0,50.0,53.0,49.7
unknown,unknown,17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,7,unknown,unknown,18.5,general,Exam_Performance,female,group B,bachelor's degree,free/reduced,none,97.0,89.0,92.0,92.7
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,11.6,general,Exam_Performance,female,group D,some college,standard,none,57.0,57.0,60.0,58.0
unknown,unknown,18,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,unknown,unknown,17.5,general,Exam_Performance,male,group A,some college,standard,completed,91.0,86.0,85.0,87.3
unknown,unknown,17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,unknown,19.7,general,Exam_Performance,female,group C,some high school,standard,completed,98.0,100.0,98.0,98.7
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,15.1,general,Exam_Performance,female,group B,some college,standard,none,77.0,80.0,70.0,75.7
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,unknown,unknown,12.7,general,Exam_Performance,female,group B,master's degree,standard,none,65.0,70.0,56.0,63.7
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,10.7,general,Exam_Performance,female,group E,high school,standard,none,49.0,62.0,49.0,53.3
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,unknown,9.8,general,Exam_Performance,male,group E,master's degree,free/reduced,completed,49.0,45.0,53.0,49.0
unknown,unknown,19,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,unknown,unknown,9.3,general,Exam_Performance,female,group D,high school,free/reduced,none,44.0,54.0,42.0,46.7
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,15.2,general,Exam_Performance,male,group B,some college,standard,completed,69.0,80.0,79.0,76.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,18.1,general,Exam_Performance,male,group E,some college,standard,none,93.0,90.0,88.0,90.3
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,12.9,general,Exam_Performance,male,group D,some college,free/reduced,completed,56.0,69.0,68.0,64.3
unknown,unknown,17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,8,unknown,unknown,14.0,general,Exam_Performance,male,group C,bachelor's degree,standard,none,72.0,71.0,67.0,70.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,13.5,general,Exam_Performance,male,group A,associate's degree,standard,none,74.0,54.0,75.0,67.7
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,11,unknown,unknown,16.3,general,Exam_Performance,male,group C,master's degree,standard,completed,85.0,76.0,83.0,81.3
unknown,unknown,18,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,14.3,general,Exam_Performance,female,group D,master's degree,free/reduced,completed,62.0,75.0,77.0,71.3
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,11.3,general,Exam_Performance,female,group E,bachelor's degree,free/reduced,none,45.0,70.0,55.0,56.7
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,unknown,17.7,general,Exam_Performance,male,group E,master's degree,free/reduced,completed,92.0,87.0,86.0,88.3
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,unknown,unknown,9.7,general,Exam_Performance,male,group A,bachelor's degree,free/reduced,none,48.0,46.0,52.0,48.7
unknown,unknown,18,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,unknown,unknown,17.6,general,Exam_Performance,female,group C,associate's degree,standard,completed,87.0,83.0,94.0,88.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,unknown,unknown,11.9,general,Exam_Performance,female,group E,master's degree,standard,none,51.0,51.0,77.0,59.7
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,17.6,general,Exam_Performance,male,group B,bachelor's degree,standard,none,76.0,100.0,88.0,88.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,11,unknown,unknown,15.9,general,Exam_Performance,female,group A,associate's degree,standard,completed,76.0,79.0,83.0,79.3
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,12,unknown,unknown,9.1,general,Exam_Performance,female,group D,high school,standard,completed,52.0,38.0,46.0,45.3
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,unknown,unknown,17.5,general,Exam_Performance,male,group A,associate's degree,free/reduced,none,79.0,94.0,89.0,87.3
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,19.9,general,Exam_Performance,female,group A,bachelor's degree,free/reduced,completed,99.0,100.0,100.0,99.7
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,9,unknown,unknown,15.8,general,Exam_Performance,male,group C,bachelor's degree,free/reduced,completed,84.0,78.0,75.0,79.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,17.7,general,Exam_Performance,female,group D,some high school,standard,completed,82.0,91.0,93.0,88.7
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,unknown,unknown,14.5,general,Exam_Performance,male,group B,high school,free/reduced,completed,71.0,70.0,77.0,72.7
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,16.4,general,Exam_Performance,male,group C,some college,free/reduced,completed,85.0,88.0,73.0,82.0
unknown,unknown,17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,unknown,unknown,13.2,general,Exam_Performance,female,group E,associate's degree,free/reduced,none,69.0,55.0,74.0,66.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,9,unknown,unknown,9.5,general,Exam_Performance,female,group D,some college,standard,none,43.0,47.0,52.0,47.3
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,unknown,unknown,19.6,general,Exam_Performance,male,group A,high school,free/reduced,completed,99.0,95.0,100.0,98.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,15.3,general,Exam_Performance,male,group B,associate's degree,standard,none,78.0,71.0,80.0,76.3
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,unknown,unknown,12.9,general,Exam_Performance,male,group A,some high school,standard,completed,59.0,61.0,74.0,64.7
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,9,unknown,unknown,13.2,general,Exam_Performance,male,group C,some high school,standard,none,71.0,70.0,57.0,66.0
unknown,unknown,19,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,6,unknown,unknown,11.4,general,Exam_Performance,female,group E,associate's degree,standard,completed,57.0,51.0,63.0,57.0
unknown,unknown,17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,8,unknown,unknown,7.5,general,Exam_Performance,female,group B,some college,free/reduced,completed,37.0,48.0,28.0,37.7
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,8,unknown,unknown,14.5,general,Exam_Performance,female,group B,master's degree,standard,completed,71.0,84.0,62.0,72.3
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,unknown,unknown,11.9,general,Exam_Performance,female,group D,some college,free/reduced,none,67.0,47.0,64.0,59.3
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,9.8,general,Exam_Performance,male,group A,some college,free/reduced,none,55.0,46.0,46.0,49.0
unknown,unknown,15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,unknown,15.4,general,Exam_Performance,female,group A,some college,standard,completed,77.0,77.0,77.0,77.0
unknown,unknown,18,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,14.4,general,Exam_Performance,female,group C,associate's degree,free/reduced,none,84.0,64.0,68.0,72.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,18.9,general,Exam_Performance,female,group B,associate's degree,standard,completed,96.0,87.0,100.0,94.3
unknown,unknown,17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,unknown,unknown,16.3,general,Exam_Performance,male,group D,bachelor's degree,standard,completed,90.0,79.0,76.0,81.7
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,unknown,17.0,general,Exam_Performance,female,group E,master's degree,free/reduced,completed,89.0,75.0,91.0,85.0
unknown,unknown,17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4,2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,18.9,general,Exam_Performance,male,group E,some college,standard,completed,91.0,100.0,92.0,94.3
unknown,unknown,17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,unknown,unknown,13.1,general,Exam_Performance,female,group C,high school,free/reduced,none,53.0,70.0,74.0,65.7
unknown,unknown,20,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,14.0,general,Exam_Performance,male,group D,high school,standard,completed,61.0,72.0,77.0,70.0
unknown,unknown,20,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,unknown,unknown,16.1,general,Exam_Performance,male,group B,high school,standard,completed,83.0,78.0,80.0,80.3
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,unknown,7.6,general,Exam_Performance,male,group A,associate's degree,free/reduced,completed,34.0,45.0,35.0,38.0
unknown,unknown,16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3,unknown,unknown,13.4,general,Exam_Performance,female,group D,associate's degree,free/reduced,none,59.0,79.0,63.0,67.0
unknown,unknown,14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,8,unknown,unknown,10.0,general,Exam_Performance,male,group B,some college,free/reduced,none,53.0,39.0,58.0,50.0
